agg_level_desc,state_alpha,year,source_desc,short_desc,unit_desc,sector_desc,group_desc,commodity_desc,domain_desc,domaincat_desc,value,value_num,censored,ch2_tables,ch2_table_name
STATE,AK,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),NA,NA,TRUE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),NA,NA,TRUE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),16000,16000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,TOTAL,NOT SPECIFIED,16874000,16874000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),20636000,20636000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),126156000,126156000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),54932000,54932000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),15816086000,15816086000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),114577000,114577000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),5147000,5147000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),392000,392000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),109038000,109038000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),11845000,11845000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),1439000,1439000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),7712000,7712000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),2144000,2144000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),12822000,12822000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),850000,850000,TRUE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),4882000,4882000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,TOTAL,NOT SPECIFIED,16174082000,16174082000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),NA,NA,TRUE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),NA,NA,TRUE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),21179000,21179000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),90000,90000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),90000,90000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),NA,NA,TRUE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),NA,NA,TRUE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
STATE,AK,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,TOTAL,NOT SPECIFIED,21667000,21667000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),34205000,34205000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),175056000,175056000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),47699000,47699000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),20883493000,20883493000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),148461000,148461000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),2167000,2167000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),196000,196000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),146097000,146097000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),7497000,7497000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),1709000,1709000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),4537000,4537000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),1738000,1738000,TRUE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),11464000,11464000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),667000,667000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),5883000,5883000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,"HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - SALES, MEASURED IN $",$,CROPS,HORTICULTURE,HORTICULTURE TOTALS,TOTAL,NOT SPECIFIED,21322408000,21322408000,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),426,426,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),416,416,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),277,277,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),259,259,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),4844,4844,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),4844,4844,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),440,440,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),8,8,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),797,797,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),61,61,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),144,144,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),91,91,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),300,300,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2012,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,TOTAL,NOT SPECIFIED,8063,8063,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),405,405,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),469,469,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),408,408,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),384,384,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),5395,5395,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),2,2,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),5393,5393,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),635,635,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),22,22,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),740,740,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),102,102,TRUE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),187,187,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),229,229,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),486,486,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2017,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,TOTAL,NOT SPECIFIED,9462,9462,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
NATIONAL,US,2022,CENSUS,MAPLE SYRUP - OPERATIONS WITH SALES,OPERATIONS,CROPS,FIELD CROPS,MAPLE SYRUP,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),520,520,FALSE,2,Market Value of Agricultural Products Sold Including Food Marketing Practices and Value-Added Products: 2022 and 2017
